City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
321,usinsk,65.9939,57.5281,-0.71,92,{'all': 100},3.42,RU,1681728401
322,kendari,-3.945,122.4989,26.02,86,{'all': 95},0.9,ID,1681728243
323,solnechnyy,50.7214,136.6319,-0.78,77,{'all': 1},1.55,RU,1681728402
324,burnie,-41.0667,145.9167,13.58,84,{'all': 5},2.54,AU,1681728207
325,san buenaventura,27.0833,-101.5333,18.04,51,{'all': 35},2.15,MX,1681728403
326,ossora,59.2353,163.0719,0.27,99,{'all': 100},5.45,RU,1681728404
327,yumen,40.2833,97.2,20.75,21,{'all': 99},5.09,CN,1681728404
328,loreto,22.2667,-101.9667,12.53,80,{'all': 11},5.54,MX,1681728240
329,bairiki,1.3292,172.9752,28.0,83,{'all': 20},1.54,KI,1681728405
330,lancaster,40.2504,-76.2499,13.72,83,{'all': 100},2.68,US,1681728406
331,ravar,31.2656,56.8055,23.53,18,{'all': 47},6.87,IR,1681728406
332,ballina,-28.8667,153.5667,19.32,74,{'all': 63},8.71,AU,1681728407
333,praia,14.9215,-23.5087,26.3,65,{'all': 20},9.77,CV,1681728359
334,lima,-12.0432,-77.0282,23.28,83,{'all': 75},2.57,PE,1681728408
335,bailieborough,53.9167,-6.9667,11.83,90,{'all': 94},3.27,IE,1681728408
336,hauterive,46.0901,3.4459,10.42,68,{'all': 88},3.84,FR,1681728409
337,bambous virieux,-20.3428,57.7575,27.9,88,{'all': 40},1.03,MU,1681728409
338,banting,2.8167,101.5,32.08,78,{'all': 98},2.04,MY,1681728410
339,acapulco,16.8634,-99.8901,23.9,94,{'all': 0},0.0,MX,1681728131
340,namatanai,-3.6667,152.4333,26.44,81,{'all': 53},1.33,PG,1681728411
341,khandbari,27.3747,87.2039,32.98,12,{'all': 23},3.31,NP,1681728412
342,pangnirtung,66.1451,-65.7125,-16.42,86,{'all': 66},1.55,CA,1681728413
343,novo aripuana,-5.1206,-60.3797,23.09,99,{'all': 100},0.37,BR,1681728413
344,tayshet,55.9342,98.0044,1.47,47,{'all': 100},6.68,RU,1681728413
345,amahai,-3.3333,128.9167,27.07,83,{'all': 83},0.72,ID,1681728414
346,klyuchi,52.2667,79.1667,0.6,77,{'all': 97},6.36,RU,1681728415
347,puri,19.8,85.85,39.29,71,{'all': 47},8.76,IN,1681728415
348,eureka,40.8021,-124.1637,7.74,94,{'all': 100},2.47,US,1681728415
349,skowhegan,44.7651,-69.7192,10.88,98,{'all': 100},0.99,US,1681728416
350,leku,6.8667,38.45,23.54,59,{'all': 85},1.83,ET,1681728416
351,kodiak,57.79,-152.4072,-0.27,51,{'all': 75},10.8,US,1681728417
352,quatre cocos,-20.2078,57.7625,27.83,76,{'all': 23},4.66,MU,1681728417
353,walvis bay,-22.9575,14.5053,28.53,39,{'all': 40},1.03,NA,1681728418
354,yulara,-25.2406,130.9889,18.91,36,{'all': 4},3.71,AU,1681728418
355,sorgun,39.8101,35.186,20.56,25,{'all': 100},5.12,TR,1681728419
356,yar-sale,66.8333,70.8333,-11.15,92,{'all': 95},7.09,RU,1681728420
357,mahendranagar,28.9167,80.3333,40.9,8,{'all': 10},5.72,NP,1681728420
358,takoradi,4.8845,-1.7554,29.97,67,{'all': 97},3.73,GH,1681728421
359,hofn,64.2539,-15.2082,8.01,100,{'all': 100},8.23,IS,1681728421
360,olinda,-8.0089,-34.8553,25.85,78,{'all': 20},0.51,BR,1681728422
361,teya,60.3778,92.6267,-1.54,83,{'all': 100},3.63,RU,1681728422
362,clyde river,70.4692,-68.5914,-16.87,71,{'all': 0},8.75,CA,1681728422
363,manokwari,-0.8667,134.0833,26.75,84,{'all': 96},4.53,ID,1681728423
364,cajati,-24.7361,-48.1228,21.7,97,{'all': 54},0.98,BR,1681728423
365,huarmey,-10.0681,-78.1522,24.34,83,{'all': 100},3.32,PE,1681728424
366,coihaique,-45.5752,-72.0662,2.97,87,{'all': 0},1.03,CL,1681728424
367,poronaysk,49.2167,143.1167,0.28,72,{'all': 59},5.67,RU,1681728425
368,nanortalik,60.1432,-45.2371,0.35,85,{'all': 97},2.69,GL,1681728425
369,qui nhon,13.7667,109.2333,26.82,86,{'all': 52},4.19,VN,1681728426
370,hirado,33.3597,129.5531,14.66,60,{'all': 66},1.77,JP,1681728322
371,lamu,-2.2717,40.902,33.12,70,{'all': 95},4.93,KE,1681728427
372,carballo,43.213,-8.691,24.45,60,{'all': 57},2.36,ES,1681728131
373,saint george,37.1041,-113.5841,12.33,37,{'all': 0},2.06,US,1681728428
374,gerash,27.6652,54.1371,28.08,17,{'all': 79},1.77,IR,1681728429
375,staryy nadym,65.6118,72.6842,-8.44,85,{'all': 100},7.66,RU,1681728429
376,tuatapere,-46.1333,167.6833,13.38,77,{'all': 100},2.66,NZ,1681728430
377,katsuura,35.1333,140.3,13.88,63,{'all': 27},3.79,JP,1681728421
378,limerick,52.6647,-8.6231,13.38,90,{'all': 100},4.05,IE,1681728430
379,tura,25.5198,90.2201,37.17,13,{'all': 2},2.07,IN,1681728431
380,manaquiri,-3.3167,-60.35,25.25,98,{'all': 100},1.0,BR,1681728431
381,boa vista,2.8197,-60.6733,23.99,94,{'all': 40},0.51,BR,1681728432
382,nome,64.5011,-165.4064,-16.96,66,{'all': 0},5.14,US,1681728433
383,breves,-1.6822,-50.4803,24.2,93,{'all': 100},0.88,BR,1681728433
384,obigarm,38.7173,69.7088,10.82,81,{'all': 100},1.24,TJ,1681728434
385,jacareacanga,-6.2222,-57.7528,23.41,98,{'all': 98},0.11,BR,1681728434
386,graz,47.0667,15.45,16.42,52,{'all': 20},5.66,AT,1681728267
387,khasan,42.4308,130.6434,6.33,80,{'all': 94},4.76,RU,1681728435
388,srednekolymsk,67.45,153.6833,-8.07,95,{'all': 94},1.94,RU,1681728436
389,salalah,17.0151,54.0924,31.05,66,{'all': 40},6.69,OM,1681728436
390,malakal,9.5334,31.6605,41.58,17,{'all': 70},0.95,SS,1681728437
391,am timan,11.0297,20.2827,39.03,21,{'all': 62},3.01,TD,1681728437
392,yaring,6.8662,101.3689,29.59,70,{'all': 100},3.78,TH,1681728438
393,yerbogachen,61.2767,108.0108,-5.88,84,{'all': 100},1.27,RU,1681728439
394,consuegra,39.4625,-3.608,19.43,22,{'all': 9},5.2,ES,1681728439
395,alta floresta,-9.8756,-56.0861,23.1,95,{'all': 99},0.65,BR,1681728440
396,sarkand,45.41,79.9186,10.93,53,{'all': 100},8.23,KZ,1681728440
397,reforma,18.1,-91.0167,22.34,89,{'all': 91},1.84,MX,1681728441
398,caramay,10.1815,119.236,27.76,75,{'all': 23},1.02,PH,1681728442
399,ribeirao bonito,-22.0667,-48.1761,20.9,84,{'all': 0},1.55,BR,1681728442
400,nha trang,12.25,109.1833,30.0,78,{'all': 9},3.15,VN,1681728164
401,ewa beach,21.3156,-158.0072,23.97,82,{'all': 75},3.6,US,1681728443
402,banes,20.9625,-75.7186,23.04,90,{'all': 0},1.45,CU,1681728444
403,batagay,67.6333,134.6333,-3.19,84,{'all': 100},0.91,RU,1681728444
404,balikpapan,-1.2675,116.8289,26.82,81,{'all': 98},1.71,ID,1681727732
405,pointe michel,15.25,-61.3833,23.16,76,{'all': 56},4.73,DM,1681728445
406,iraray,8.9936,118.0511,27.48,77,{'all': 31},1.42,PH,1681728446
407,nkhata bay,-11.6066,34.2907,23.93,78,{'all': 78},4.49,MW,1681728447
408,mackay,-21.15,149.2,23.71,73,{'all': 91},5.51,AU,1681728316
409,russkaya polyana,49.417,31.9201,12.77,37,{'all': 92},6.76,UA,1681728448
410,jasper,37.2001,-94.3502,4.03,62,{'all': 0},1.54,US,1681728449
411,bridlington,54.0831,-0.1919,12.38,75,{'all': 61},4.2,GB,1681728188
412,oktyabrskiy,54.4815,53.471,11.07,41,{'all': 23},3.91,RU,1681728248
413,banning,33.9256,-116.8764,14.71,86,{'all': 9},2.01,US,1681728450
414,cordoba,-31.4135,-64.1811,13.75,96,{'all': 100},1.03,AR,1681728451
415,kahului,20.8947,-156.47,23.8,80,{'all': 0},2.57,US,1681728350
416,daru,-9.0763,143.2092,27.26,81,{'all': 66},2.31,PG,1681728175
417,anadyr,64.75,177.4833,-15.72,91,{'all': 0},1.79,RU,1681728214
418,vestmannaeyjar,63.4427,-20.2734,8.55,93,{'all': 100},7.2,IS,1681728454
419,yenagoa,4.9247,6.2642,31.94,56,{'all': 100},1.72,NG,1681728455
420,placerville,38.7296,-120.7986,8.77,84,{'all': 0},2.68,US,1681728455
421,grand gaube,-20.0064,57.6608,27.99,75,{'all': 20},2.24,MU,1681728456
422,ahuimanu,21.4447,-157.8378,23.84,89,{'all': 100},3.6,US,1681728457
423,beyla,8.6833,-8.6333,34.14,37,{'all': 56},0.79,GN,1681728458
424,tautira,-17.7333,-149.15,27.28,75,{'all': 62},3.54,PF,1681728459
425,port blair,11.6667,92.75,30.16,63,{'all': 9},1.71,IN,1681728167
426,tommot,58.9564,126.2925,-5.72,85,{'all': 100},3.67,RU,1681728460
427,aklavik,68.2191,-135.0107,-15.52,91,{'all': 98},7.31,CA,1681728460
428,hopelchen,19.7667,-89.85,21.1,91,{'all': 91},1.23,MX,1681728460
429,boli,45.7667,130.5167,7.37,40,{'all': 42},1.81,CN,1681728348
430,cordele,31.9635,-83.7824,11.92,69,{'all': 0},0.0,US,1681728462
431,edd,13.9297,41.6925,34.89,44,{'all': 23},8.04,ER,1681728462
432,hambantota,6.1241,81.1185,32.19,66,{'all': 20},3.09,LK,1681728406
433,mahibadhoo,3.7833,72.9667,29.09,66,{'all': 17},1.34,MV,1681728463
434,darnah,32.767,22.6367,17.62,80,{'all': 0},7.84,LY,1681728464
435,mangaratiba,-22.9597,-44.0406,22.48,80,{'all': 28},1.98,BR,1681728464
436,egvekinot,66.3167,-179.1667,-20.41,87,{'all': 54},1.33,RU,1681728465
437,acari,-15.4311,-74.6158,21.44,86,{'all': 100},0.37,PE,1681728466
438,caluquembe,-13.7833,14.6833,23.89,42,{'all': 100},4.68,AO,1681728466
439,lazaro cardenas,17.9583,-102.2,24.36,80,{'all': 63},1.71,MX,1681728469
440,sijunjung,-0.6876,100.9537,25.69,91,{'all': 76},0.81,ID,1681728470
441,uyuni,-20.4597,-66.825,3.98,35,{'all': 60},4.8,BO,1681728470
442,saldanha,-33.0117,17.9442,26.03,74,{'all': 1},7.55,ZA,1681728280
443,dawlatabad,36.4141,64.9053,15.42,34,{'all': 100},3.35,AF,1681728471
444,flic en flac,-20.2742,57.3631,28.07,72,{'all': 17},5.31,MU,1681728472
445,aragarcas,-15.8975,-52.2508,24.59,82,{'all': 80},0.27,BR,1681728473
446,san jose,37.3394,-121.895,11.67,82,{'all': 75},6.26,US,1681728280
447,beringovskiy,63.05,179.3167,-9.68,97,{'all': 92},1.32,RU,1681728474
448,buin,-33.7333,-70.75,11.52,83,{'all': 1},0.69,CL,1681728474
449,vyartsilya,62.1764,30.693,2.37,92,{'all': 99},1.89,RU,1681728475
450,venustiano carranza,19.43,-99.0992,14.52,62,{'all': 59},1.79,MX,1681728475
451,kattivakkam,13.2167,80.3167,36.05,75,{'all': 0},6.7,IN,1681728476
452,bosaso,11.2842,49.1816,29.99,79,{'all': 0},7.72,SO,1681728478
453,rudnyy,52.9594,63.1206,8.13,33,{'all': 79},5.8,KZ,1681728478
454,abu dhabi,24.4667,54.3667,29.06,30,{'all': 0},5.14,AE,1681728151
455,the valley,18.217,-63.0578,24.92,71,{'all': 21},5.43,AI,1681728481
456,bundaberg,-24.85,152.35,23.59,77,{'all': 92},6.63,AU,1681728300
457,mandera,3.9366,41.867,34.18,39,{'all': 99},2.94,KE,1681728482
458,mkushi,-13.6202,29.3939,20.88,70,{'all': 100},3.49,ZM,1681728483
459,lokosovo,61.1333,74.8167,-11.94,81,{'all': 100},6.13,RU,1681728483
460,mayumba,-3.432,10.6554,29.37,64,{'all': 92},1.94,GA,1681728484
461,skerries,53.5828,-6.1083,16.92,77,{'all': 54},3.98,IE,1681728484
462,lusambo,-4.9667,23.45,23.4,88,{'all': 100},0.96,CD,1681728485
463,dunmore town,25.5,-76.65,24.56,84,{'all': 100},4.84,BS,1681728485
464,komsomolskiy,40.4272,71.7189,16.4,59,{'all': 40},3.09,UZ,1681728486
465,aloleng,16.1307,119.7824,27.94,76,{'all': 89},2.47,PH,1681728486
466,severo-yeniseyskiy,60.3725,93.0408,-3.51,82,{'all': 100},4.31,RU,1681728487
467,leh,34.1667,77.5833,7.07,52,{'all': 27},2.23,IN,1681728461
468,winchester,51.0651,-1.3187,14.74,65,{'all': 20},2.06,GB,1681728489
469,hay river,60.8156,-115.7999,3.99,65,{'all': 40},5.14,CA,1681728489
470,fomboni,-12.28,43.7425,29.02,69,{'all': 84},3.81,KM,1681728490
471,yavaros,26.7,-109.5167,18.95,57,{'all': 5},1.69,MX,1681728491
472,harper,4.375,-7.7169,29.92,67,{'all': 50},2.94,LR,1681728492
473,cayenne,4.9333,-52.3333,24.02,100,{'all': 75},1.54,GF,1681728494
474,saint pete beach,27.7253,-82.7412,21.77,94,{'all': 75},4.12,US,1681728494
475,tabou,4.423,-7.3528,29.95,67,{'all': 91},3.35,CI,1681728495
476,buala,-8.145,159.5921,25.71,78,{'all': 43},2.47,SB,1681728495
477,jian,27.1172,114.9793,26.91,52,{'all': 41},5.07,CN,1681728276
478,griffith,41.5284,-87.4237,0.73,81,{'all': 100},6.17,US,1681728496
479,ormara,25.2088,64.6357,27.05,78,{'all': 19},5.29,PK,1681728497
480,maraba,-5.3686,-49.1178,24.1,100,{'all': 0},0.0,BR,1681728498
481,dalianwan,39.0286,121.695,11.02,71,{'all': 40},7.0,CN,1681728498
482,dolores,-36.3132,-57.6792,8.54,83,{'all': 54},1.39,AR,1681728498
483,nemuro,43.3236,145.575,1.59,74,{'all': 100},10.83,JP,1681728260
484,ust-kuyga,70.0167,135.6,-11.91,94,{'all': 63},1.55,RU,1681728499
485,chongwe,-15.3292,28.682,21.63,63,{'all': 100},3.44,ZM,1681728500
486,dalbandin,28.8947,64.4101,28.01,24,{'all': 100},6.08,PK,1681728500
487,mirpur mathelo,28.0227,69.5489,40.4,14,{'all': 69},4.41,PK,1681728501
488,nouadhibou,20.931,-17.0347,20.99,73,{'all': 20},5.14,MR,1681728310
489,la ronge,55.1001,-105.2842,-1.86,86,{'all': 0},2.57,CA,1681728502
490,nizhniy kuranakh,58.8353,125.4869,-6.2,83,{'all': 100},3.55,RU,1681728503
491,lalmohan,22.3384,90.7419,30.55,73,{'all': 57},6.83,BD,1681728504
492,laibin,23.7,109.2667,26.57,74,{'all': 100},3.52,CN,1681728279
493,deputatskiy,69.3,139.9,-16.95,100,{'all': 81},1.1,RU,1681728505
494,sangamner,19.5667,74.2167,36.9,14,{'all': 55},1.47,IN,1681728505
495,vardo,70.3705,31.1107,1.99,93,{'all': 75},6.17,NO,1681728506
496,kalakamati,-20.5929,27.3121,27.18,27,{'all': 0},1.55,BW,1681728506
497,ibra,22.6906,58.5334,36.11,18,{'all': 50},9.67,OM,1681728325
498,magistralnyy,56.1725,107.4458,-2.04,86,{'all': 100},1.19,RU,1681728507
499,san cristobal,7.7669,-72.225,20.1,95,{'all': 100},1.19,VE,1681728507
500,sattahip,12.6664,100.9007,32.21,74,{'all': 20},4.63,TH,1681728508
501,menongue,-14.6585,17.691,26.59,41,{'all': 96},5.74,AO,1681728509
502,sri aman,1.2376,111.4621,30.03,79,{'all': 20},1.03,MY,1681728509
503,asau,46.4333,26.4,7.51,96,{'all': 100},2.21,RO,1681728510
504,watsonville,36.9102,-121.7569,11.09,92,{'all': 0},0.0,US,1681728512
505,pangkalanbuun,-2.6833,111.6167,25.65,88,{'all': 96},0.92,ID,1681728458
506,opuwo,-18.0607,13.84,32.13,20,{'all': 16},6.43,NA,1681728512
507,lubbock,33.6001,-101.8338,11.14,41,{'all': 0},6.17,US,1681728513
508,nyurba,63.2842,118.3319,-6.32,82,{'all': 100},5.29,RU,1681728514
509,husavik,66.0449,-17.3389,7.52,89,{'all': 100},3.86,IS,1681728514
510,tay ninh,11.3,106.1,32.1,54,{'all': 100},3.76,VN,1681727708
511,sao miguel do tapuio,-5.5036,-41.3233,24.51,91,{'all': 92},2.53,BR,1681728515
512,roswell,34.0232,-84.3616,8.64,84,{'all': 0},2.06,US,1681728516
513,meghri,38.9029,46.2446,13.67,68,{'all': 94},3.68,AM,1681728516
514,marawi,7.9986,124.2928,21.86,84,{'all': 73},0.9,PH,1681728517
515,gazanjyk,39.2446,55.5154,16.79,14,{'all': 5},5.61,TM,1681728517
516,sandovo,58.4602,36.4128,9.81,59,{'all': 100},2.03,RU,1681728517
517,polunochnoye,60.8697,60.4153,2.34,72,{'all': 100},2.41,RU,1681728518
518,akyab,20.15,92.9,29.8,76,{'all': 83},6.08,MM,1681728519
519,tonj,7.2737,28.6822,36.01,32,{'all': 93},2.76,SS,1681728519
520,upata,8.0086,-62.3989,22.88,86,{'all': 86},1.89,VE,1681728521
521,horta,38.5333,-28.6333,15.8,70,{'all': 40},6.17,PT,1681728521
522,uvinza,-5.1036,30.3911,26.53,61,{'all': 72},4.08,TZ,1681728522
523,niquero,20.0431,-77.5828,24.55,81,{'all': 7},1.44,CU,1681728522
524,kabankalan,9.9889,122.8122,28.01,75,{'all': 80},0.7,PH,1681728476
525,chicama,-7.8447,-79.1469,23.3,84,{'all': 100},1.19,PE,1681728523
526,sao joao da barra,-21.6403,-41.0511,23.05,85,{'all': 0},2.28,BR,1681728470
527,puerto escondido,15.85,-97.0667,26.19,76,{'all': 45},0.61,MX,1681728390
528,ancud,-41.8697,-73.8203,7.21,80,{'all': 76},3.23,CL,1681728324
529,codrington,-38.2667,141.9667,14.61,93,{'all': 66},3.11,AU,1681728525
530,kintampo,8.0563,-1.7306,27.84,65,{'all': 96},1.87,GH,1681728526
531,boende,-0.2167,20.8667,28.23,67,{'all': 79},1.89,CD,1681728526
532,banda aceh,5.5577,95.3222,29.2,74,{'all': 51},1.92,ID,1681728264
533,liwale,-9.7667,37.9333,26.01,70,{'all': 70},3.5,TZ,1681728527
534,makasar,-5.14,119.4221,27.03,74,{'all': 40},1.03,ID,1681728515
535,kavaratti,10.5669,72.642,29.12,69,{'all': 31},1.75,IN,1681728528
536,manali,13.1667,80.2667,36.05,75,{'all': 0},6.78,IN,1681728245
537,havelock,34.8791,-76.9013,19.98,90,{'all': 0},3.6,US,1681728425
538,kangaatsiaq,68.3065,-53.4641,-7.58,90,{'all': 100},5.33,GL,1681728530
539,le locle,47.0595,6.7523,7.04,90,{'all': 99},3.95,CH,1681728531
540,mizque,-17.941,-65.3402,14.76,87,{'all': 11},1.01,BO,1681728446
541,luau,-10.7073,22.2247,19.32,94,{'all': 100},2.23,AO,1681728532
542,kanniyakumari,8.0833,77.5667,29.87,68,{'all': 14},3.79,IN,1681728532
543,soc trang,9.6033,105.98,28.9,71,{'all': 99},4.43,VN,1681728279
544,jaisalmer,26.9147,70.9181,38.07,16,{'all': 52},3.83,IN,1681728304
545,teguise,29.0605,-13.564,21.12,53,{'all': 20},4.63,ES,1681728534
546,hirara,24.8,125.2833,23.15,78,{'all': 0},5.14,JP,1681728320
547,kruisfontein,-34.0033,24.7314,29.16,20,{'all': 22},2.82,ZA,1681728535
548,krasnoselkup,65.7,82.4667,-8.83,82,{'all': 99},2.21,RU,1681728535
549,ouadda,8.0777,22.4007,31.53,41,{'all': 100},2.54,CF,1681728536
550,kavieng,-2.5744,150.7967,27.97,76,{'all': 49},2.64,PG,1681728536
551,chihuahua,28.5,-106.0,15.67,46,{'all': 3},2.4,MX,1681728537
552,margate,51.3813,1.3862,13.39,79,{'all': 68},1.79,GB,1681728538
553,bamnet narong,15.4992,101.6897,37.04,30,{'all': 50},3.07,TH,1681728326
554,broken hill,-31.95,141.4333,15.94,47,{'all': 0},3.28,AU,1681728539
555,halifax,44.6453,-63.5724,6.49,96,{'all': 100},2.57,CA,1681728539
556,san nicolas,18.1725,120.5953,29.95,70,{'all': 75},1.03,PH,1681728458
557,malartic,48.1335,-78.1328,9.06,94,{'all': 100},4.23,CA,1681728540
558,xichang,27.8964,102.2634,26.94,29,{'all': 35},2.53,CN,1681728541
559,zaymishche,52.7264,32.2334,12.34,44,{'all': 98},3.99,RU,1681728542
560,dulce nombre de culmi,15.1,-85.5333,17.8,98,{'all': 29},0.16,HN,1681728542
561,piranhas,-16.4269,-51.8222,24.87,78,{'all': 61},0.91,BR,1681728543
562,faya,18.3851,42.4509,24.06,36,{'all': 0},5.18,SA,1681728543
563,emerald,-23.5333,148.1667,25.68,50,{'all': 48},2.26,AU,1681728544
564,avera,33.194,-82.5271,10.73,62,{'all': 96},3.86,US,1681728544
565,peniche,39.3558,-9.3811,26.83,35,{'all': 14},1.89,PT,1681728545
566,pinotepa nacional,16.3167,-98.0167,22.83,81,{'all': 11},1.11,MX,1681728545
567,meulaboh,4.1363,96.1285,28.86,73,{'all': 15},1.51,ID,1681728546
568,lavrentiya,65.5833,-171.0,-21.35,100,{'all': 78},1.93,RU,1681728546
569,cabrero,-37.0333,-72.4,4.32,96,{'all': 1},2.63,CL,1681728547
570,naze,28.3667,129.4833,19.51,64,{'all': 0},2.98,JP,1681728262
571,sivaki,52.6333,126.75,7.91,43,{'all': 100},3.91,RU,1681728548
572,beloha,-25.1667,45.05,29.14,40,{'all': 0},4.45,MG,1681728549
573,porosozero,62.7191,32.727,4.94,83,{'all': 80},0.6,RU,1681728549
574,lodwar,3.1191,35.5973,34.4,33,{'all': 100},6.58,KE,1681728550
